region,zone,woreda,adm3_pcode,adm3_en,adm1_en,adm2_en,score,method,needs_review
Central Ethiopia,Mis/Gurage,Meskan,ET070106,Meskan,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Misrak meskan,ET070118,Misrak Meskan,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Mis/Gurage,Sodo,ET070105,Sodo,Central Ethiopia,Guraghe,1,key,FALSE
Central Ethiopia,Silte,Alemgebeya town adm.HO,ET072006,Sankura,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Alicho Wiriro  WoHO,ET072001,Alicho Woriro,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Dallocha  WoHO,ET072005,Dalocha,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Dallocha  town admonstration,ET072005,Dalocha,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,East Azernet Berber  WoHO,ET072007,Misrak Azenet Berbere,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Hulbareg  WoHO,ET072008,Wulbareg,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Kibet town adm.HO,ET072011,Kibet town,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Lanfuro  WoHO,ET072003,Lanfero,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Mis silti,ET072013,Misrak Siltie,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Mito,ET072012,Mito,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Sankura  WoHO,ET072006,Sankura,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Silti  WoHO,ET072002,Siltie,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Tora town adm.HO,ET072009,Tora town,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,West Azernet  WoHO,ET072004,Mierab Azenet Berbere,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Silte,Worabe  town adm HO,ET072010,Worabe town,Central Ethiopia,Siltie,1,key,FALSE
Central Ethiopia,Tembaro,Modula TA,ET070301,Tembaro,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Tembaro,Tenbaro woreda,ET070301,Tembaro,Central Ethiopia,Kembata Tembaro,1,key,FALSE
Central Ethiopia,Yem,Deri  saja woreda,ET072401,Yem SP Woreda,Central Ethiopia,Yem Special,1,key,FALSE
Central Ethiopia,Yem,Fofa worda,ET072401,Yem SP Woreda,Central Ethiopia,Yem Special,1,key,FALSE
Central Ethiopia,Yem,Saja Town admnstration,ET072401,Yem SP Woreda,Central Ethiopia,Yem Special,1,key,FALSE
Central Ethiopia,Yem,Toba woreda,ET072401,Yem SP Woreda,Central Ethiopia,Yem Special,1,key,FALSE
Dire Dawa,NA,Dilchora Hospital,ET130106,Dire Teyara,Harari,Harari,1,key,FALSE
Dire Dawa,NA,Sabiyan Hospital,ET150103,Sabian,Dire Dawa,Dire Dawa urban,1,key,FALSE
Gambella,Anywaa,Abobo,ET120201,Abobo,Gambela,Agnewak,1,key,FALSE
Gambella,Anywaa,Dima,ET120205,Dima (GM),Gambela,Agnewak,1,key,FALSE
Gambella,Anywaa,Gambella Woreda,ET120206,Gambela town,Gambela,Agnewak,1,override,FALSE
Gambella,Anywaa,Gog,ET120203,Gog,Gambela,Agnewak,1,key,FALSE
Gambella,Anywaa,Jor,ET120204,Jore,Gambela,Agnewak,1,key,FALSE
Gambella,Majang,Godere,ET120301,Godere,Gambela,Majang,1,key,FALSE
Gambella,Majang,Mengeshi,ET120308,Mengesh,Gambela,Majang,1,key,FALSE
Gambella,Nuer,Akobo,ET120101,Akobo,Gambela,Nuwer,1,key,FALSE
Gambella,Nuer,Jikaw,ET120103,Jikawo,Gambela,Nuwer,1,key,FALSE
Gambella,Nuer,Lare,ET120102,Lare,Gambela,Nuwer,1,key,FALSE
Gambella,Nuer,Makuey,ET120105,Makuey,Gambela,Nuwer,1,key,FALSE
Gambella,Nuer,Wanthoa,ET120104,Wantawo,Gambela,Nuwer,1,key,FALSE
Gambella,NA,Gambella Town Adminstration,ET120206,Gambela town,Gambela,Agnewak,1,override,FALSE
Gambella,NA,Itang Special woreda,ET120407,Itang,Gambela,Itang Special woreda,1,override,FALSE
Harari,Harari,Abadir,ET130109,Abadir,Harari,Harari,1,key,FALSE
Harari,Harari,Aboker,ET130108,Aboker,Harari,Harari,1,key,FALSE
Harari,Harari,Amirnur,ET130107,Amir Nur,Harari,Harari,1,key,FALSE
Harari,Harari,Diretiyara,ET130106,Dire Teyara,Harari,Harari,1,key,FALSE
Harari,Harari,Erer,ET050104,Erer (SM),Somali,Siti,1,key,FALSE
Harari,Harari,Hakim,ET130104,Hakim,Harari,Harari,1,key,FALSE
Harari,Harari,Harari,NA,NA,NA,NA,NA,aggregate_drop,FALSE
Harari,Harari,Jinela,ET130103,Jinela,Harari,Harari,1,ref_exact,FALSE
Harari,Harari,Shenkor,ET130102,Shenkor,Harari,Harari,1,key,FALSE
Harari,Harari,Sofi,ET130101,Sofi,Harari,Harari,1,key,FALSE
Oromia,Adama Town,Adama Town,ET040714,Adama town,Oromia,East Shewa,1,key,FALSE
Oromia,Agaro Town,Agaro Town,ET040417,Agaro town,Oromia,Jimma,1,key,FALSE
Oromia,Ambo Town,Ambo Town,ET040515,Ambo town,Oromia,West Shewa,1,key,FALSE
Oromia,Arsi,Amigna,ET040810,Amigna,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Aseko,ET040802,Aseko,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Bele Gesgar,ET040823,Bele Gesgar,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Bokoji  Town,ET040894,Bekoji town,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Chole,ET040809,Chole,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Dhera Town,ET040805,Dodota,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Digelu Tijo,ET040815,Degeluna Tijo,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Diksis,ET040822,Diksis,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Dodota,ET040805,Dodota,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Gololcha,ET040803,Golocha,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Guna,ET040819,Guna,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Hetosa,ET040807,Hitosa,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Honkolo Wabe,ET040824,Inkolo Wabe,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Huruta Town,ET040821,Lude Hitosa,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Jeju,ET040804,Jeju,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Lemu Bilbilo,ET040818,Limu Bilbilo,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Lode Hetosa,ET040821,Lude Hitosa,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Merti,ET040801,Merti,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Munesa,ET040817,Munessa,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Robe,ET040812,Robe,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Seru,ET040811,Seru,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Shenan Kolu,ET040893,Shanan Kolu,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Shirka,ET040814,Shirka,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Sire,ET040820,Sire,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Sude,ET040808,Sude,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Tena,ET040813,Tena,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Tiyo,ET040816,Tiyo,Oromia,Arsi,1,key,FALSE
Oromia,Arsi,Zeway Dugda,ET040806,Ziway Dugda,Oromia,Arsi,1,key,FALSE
Oromia,Asella Town,Asella Town,ET040825,Asela town,Oromia,Arsi,1,key,FALSE
Oromia,Bale,Agarfa,ET041104,Agarfa,Oromia,Bale,1,key,FALSE
Oromia,Bale,Berbere,ET041114,Berbere,Oromia,Bale,1,key,FALSE
Oromia,Bale,Dinsho,ET041122,Dinsho,Oromia,Bale,1,key,FALSE
Oromia,Bale,Dolo Mena,ET041112,Mena (Bale),Oromia,Bale,1,key,FALSE
Oromia,Bale,Gasera,ET041106,Gasera,Oromia,Bale,1,key,FALSE
Oromia,Bale,Goba  rural,ET041110,Goba (OR),Oromia,Bale,1,key,FALSE
Oromia,Bale,Goro,ET041116,Goro (Bale),Oromia,Bale,1,key,FALSE
Oromia,Bale,Gura Damole,ET041115,Gura Damole,Oromia,Bale,1,key,FALSE
Oromia,Bale,Harena Buluk,ET041111,Harena Buluk,Oromia,Bale,1,key,FALSE
Oromia,Bale,Sinana,ET041109,Sinana,Oromia,Bale,1,key,FALSE
Oromia,Batu Town,Batu Town,ET040708,Adama Tulu Jido Kombolcha,Oromia,East Shewa,1,key,FALSE
Oromia,Bishoftu Town,Bishoftu Town,ET040709,Bishoftu town,Oromia,East Shewa,1,key,FALSE
Oromia,Borena,Dilo,ET041219,Dilo,Oromia,Borena,1,key,FALSE
Oromia,Borena,Dire,ET041211,Dire,Oromia,Borena,1,key,FALSE
Oromia,Borena,Dubluk,ET041291,Dubluk,Oromia,Borena,1,key,FALSE
Oromia,Borena,El-Waye,ET041295,Elwaya,Oromia,Borena,1,key,FALSE
Oromia,Borena,Gomole,ET041223,Gomole,Oromia,Borena,1,key,FALSE
Oromia,Borena,Guchi,ET041290,Guchi,Oromia,Borena,1,key,FALSE
Oromia,Borena,Mega  PH,ET041211,Dire,Oromia,Borena,1,key,FALSE
Oromia,Borena,Miyo,ET041216,Miyo,Oromia,Borena,1,key,FALSE
Oromia,Borena,Moyale W,ET041210,Moyale (OR),Oromia,Borena,1,key,FALSE
Oromia,Borena,Teltele,ET041212,Teltale,Oromia,Borena,1,key,FALSE
Oromia,Borena,Teltele PH,ET041212,Teltale,Oromia,Borena,1,key,FALSE
Oromia,Borena,Yabelo GH,ET041296,Yabelo town,Oromia,Borena,1,key,FALSE
Oromia,Borena,Yabelo R,ET041207,Yabelo,Oromia,Borena,1,key,FALSE
Oromia,Borena,Yabelo T,ET041296,Yabelo town,Oromia,Borena,1,key,FALSE
Oromia,Bule Hora Town,Bule Hora Town,ET041587,Bule Hora town,Oromia,West Guji,1,key,FALSE
Oromia,Buno Bedele,Bedele Hospital,ET041621,Bedele town,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Bedele Rural,ET041622,Bedele Zuria,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Bedele town,ET041621,Bedele town,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Borecha,ET041607,Borecha,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Chewaka,ET041623,Chwaka,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Chewaka Hospital,ET041623,Chwaka,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Chora,ET041603,Chora (Buno Bedele),Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Chora Hospital,ET040415,Chora (Jimma),Oromia,Jimma,1,key,FALSE
Oromia,Buno Bedele,Dabo Hana,ET041605,Dabo Hana,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Dega,ET041604,Dega,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Didesa,ET041608,Dedesa,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Gachii,ET041606,Gechi,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,Meko,ET041618,Meko,Oromia,Buno Bedele,1,key,FALSE
Oromia,Buno Bedele,dhidesa hospital,ET041608,Dedesa,Oromia,Buno Bedele,1,key,FALSE
Oromia,Dodola Town,Dodola Town,ET041700,Dodola town,Oromia,West Arsi,1,key,FALSE
Oromia,East Bale,Dawe Kach,ET042106,Dawe Ketchen,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Dawe Serar,ET042106,Dawe Ketchen,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Ginir,ET042103,Ginir,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Ginir Hospital,ET042107,Ginir town,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Ginir Town,ET042107,Ginir town,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Golocha Hospital,ET040803,Golocha,Oromia,Arsi,1,key,FALSE
Oromia,East Bale,Gololcha,ET040803,Golocha,Oromia,Arsi,1,key,FALSE
Oromia,East Bale,Lege Hidha,ET042102,Lege Hida,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Rayitu,ET042104,Rayitu,Oromia,East Bale,1,key,FALSE
Oromia,East Bale,Sawena,ET042105,Seweyna,Oromia,East Bale,1,key,FALSE
Oromia,East Borena,Arero,ET041208,Arero,Oromia,Borena,1,key,FALSE
Oromia,East Borena,Arero Hospital,ET041208,Arero,Oromia,Borena,1,key,FALSE
Oromia,East Borena,Dhaas,ET041220,Dhas,Oromia,Borena,1,key,FALSE
Oromia,East Borena,Goro Dola,ET041116,Goro (Bale),Oromia,Bale,1,key,FALSE
Oromia,East Borena,Gumi Eldallo,ET041497,Gumi Idalo,Oromia,Guji,1,key,FALSE
Oromia,East Borena,Liben,ET041407,Liben,Oromia,Guji,1,key,FALSE
Oromia,East Borena,M/Walabu,ET041113,Meda Welabu,Oromia,Bale,1,key,FALSE
Oromia,East Borena,Madda Walaabu Hospital,ET041113,Meda Welabu,Oromia,Bale,1,key,FALSE
Oromia,East Borena,Negelle Borana G/Hospital,ET041414,Negele town,Oromia,Guji,1,key,FALSE
Oromia,East Borena,Negelle Borana Town,ET041414,Negele town,Oromia,Guji,1,key,FALSE
Oromia,East Borena,Wacille,ET041298,Wachile,Oromia,Borena,1,key,FALSE
Oromia,East Borena,Welaabu lixa,ET041113,Meda Welabu,Oromia,Bale,1,key,FALSE
Oromia,East Hararge,Babile Town,ET041000,Babile town,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Babile Woreda,ET041004,Babile (OR),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Badano,ET041013,Bedeno,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Bedeno Hospital,ET041013,Bedeno,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Bisidimo Hospital,ET041004,Babile (OR),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Chalanko Hospital,ET041009,Meta,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Chinaksan,ET041015,Chinaksen,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Dadar Hospital,ET041097,Deder town,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Dadar Town,ET041097,Deder town,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Dadar woreda,ET041011,Deder,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Fadis,ET041005,Fedis,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Garemulata Hospital,ET041016,Girawa,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Girawa,ET041016,Girawa,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Gola Oda,ET041017,Golo Oda,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Goro Gutu,ET041413,Gora Dola,Oromia,Guji,1,key,FALSE
Oromia,East Hararge,Goro Muti,ET041010,Goro Gutu,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Gursum,ET041003,Gursum (OR),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Gursum Hospital,ET041003,Gursum (OR),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Haramaya District,ET041006,Haro Maya,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Jarso,ET041002,Jarso (East Hararghe),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Karsa,ET041008,Kersa (East Hararge),Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Kombolcha,ET041001,Kombolcha,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Kumbi,ET041098,Kumbi,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Kurfachale,ET041007,Kurfa Chele,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Makanisa Oromo,ET041015,Chinaksen,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Malka Balo,ET041012,Melka Balo,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Mayu Muluke,ET041018,Meyu Muleke,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Meta,ET041009,Meta,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Midhaga,ET041014,Midhaga Tola,Oromia,East Hararge,1,key,FALSE
Oromia,East Hararge,Midhaga Hospital,ET041014,Midhaga Tola,Oromia,East Hararge,1,key,FALSE
Oromia,East Shewa,Ada'aa,ET040706,Ada'a,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Adama,ET040703,Adama,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Adamitulu Jido kombolichaa,ET040708,Adama Tulu Jido Kombolcha,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Akaki,ET042012,Akaki,Oromia,Finfine Special,1,key,FALSE
Oromia,East Shewa,Bora,ET040710,Bora (OR),Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Boset,ET040702,Boset,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Dugda,ET040707,Dugda,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Fantale,ET040701,Fentale,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Gimbichu,ET040705,Gimbichu,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Liben,ET041407,Liben,Oromia,Guji,1,key,FALSE
Oromia,East Shewa,Lume,ET040704,Lome (OR),Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Meki Hospital,ET040707,Dugda,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Meki Town,ET040707,Dugda,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Metehara Town,ET040799,Metehara town,Oromia,East Shewa,1,key,FALSE
Oromia,East Shewa,Olaniciti Hospital,ET040702,Boset,Oromia,East Shewa,1,key,FALSE
Oromia,East Wollega,Arjo Hospital,ET040214,Jimma Arjo,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Boneya Boshe,ET040205,Boneya Boshe,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Diga,ET040210,Diga,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Ebantu,ET040202,Ibantu,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Gida Ayana,ET040203,Gida Ayana,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Gida Hospital,ET040203,Gida Ayana,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Gobu Seyo,ET040208,Gobu Seyo,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Gu/Bila,ET040207,Bila Seyo,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Gutin Town,ET040203,Gida Ayana,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Guto Gida,ET040213,Guto Gida,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Haro Limu,ET040204,Haro Limu,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Jima Arjo,ET040214,Jimma Arjo,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Kiremu,ET040217,Kiremu,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Leka  Dulecha,ET040212,Leka Dulecha,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Limu,ET040201,Limu (OR),Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Nunu kumba,ET040215,Nunu Kumba,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Sasigga,ET040211,Sasiga,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Sibu Sere,ET040209,Sibu Sire,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Sibu Sire Hosp,ET040209,Sibu Sire,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,W/Tuqa,ET040206,Wayu Tuka,Oromia,East Wellega,1,key,FALSE
Oromia,East Wollega,Wama Hagalo,ET040216,Wama Hagalo,Oromia,East Wellega,1,key,FALSE
Oromia,Guji,Adola Hospital,ET041492,Adola town,Oromia,Guji,1,key,FALSE
Oromia,Guji,Adola Rede,ET041403,Adola,Oromia,Guji,1,key,FALSE
Oromia,Guji,Adola Town,ET041492,Adola town,Oromia,Guji,1,key,FALSE
Oromia,Guji,Aga Wayyu,ET041482,Aga Wayu,Oromia,Guji,1,key,FALSE
Oromia,Guji,Anna Sora,ET041411,Ana Sora,Oromia,Guji,1,key,FALSE
Oromia,Guji,Ardaa Jila M/Bokko,ET041409,Arda Jila,Oromia,Guji,1,key,FALSE
Oromia,Guji,Bore,ET041402,Bore,Oromia,Guji,1,key,FALSE
Oromia,Guji,Bore Hospital,ET041402,Bore,Oromia,Guji,1,key,FALSE
Oromia,Guji,Dama,ET041408,Dama,Oromia,Guji,1,key,FALSE
Oromia,Guji,Girja,ET041410,Girja /Harenfema,Oromia,Guji,1,key,FALSE
Oromia,Guji,Haro Walabuu,ET041490,Haro Walabu,Oromia,Guji,1,key,FALSE
Oromia,Guji,Odo Shakiso,ET041405,Odo Shakiso,Oromia,Guji,1,key,FALSE
Oromia,Guji,Saba Boru,ET041412,Saba Boru,Oromia,Guji,1,key,FALSE
Oromia,Guji,Saba Boru Hospital,ET041412,Saba Boru,Oromia,Guji,1,key,FALSE
Oromia,Guji,Uraga,ET041401,Uraga,Oromia,Guji,1,key,FALSE
Oromia,Guji,Uraga Hospital,ET041401,Uraga,Oromia,Guji,1,key,FALSE
Oromia,Guji,Wadara,ET041404,Wadera,Oromia,Guji,1,key,FALSE
Oromia,Holeta Town,Holeta Town,ET042020,Holeta town,Oromia,Finfine Special,1,key,FALSE
Oromia,Horro Guduru Wollega,Abay Cooman,ET041905,Abay Chomen,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Abe Dongoro,ET041910,Abe Dongoro,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Amuru,ET041909,Amuru,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Chomen Guduru,ET041911,Choman Guduru,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Guduruu,ET041903,Guduru,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Hababo Guduru,ET041904,Ababo,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Horro,ET041901,Horo,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Horro Buluk,ET041912,Horo Buluk,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Jardaga Jarte,ET041908,Jarte Jardega,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Jima Ganati,ET041906,Jimma Genete,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Jima Rare,ET041907,Jimma Rare,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Shambu Hospital,ET041902,Shambu town,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Shambu Town,ET041902,Shambu town,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Horro Guduru Wollega,Sulula Fincha,ET041905,Abay Chomen,Oromia,Horo Gudru Wellega,1,key,FALSE
Oromia,Illuababora,A/Sachi,ET040302,Alge Sachi,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Alle,ET040311,Ale,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Bacho,ET040314,Becho (Ilu Aba Bora),Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Bilo Nopha,ET040315,Bilo Nopha,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Bure,ET040312,Bure (OR),Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Darimu,ET040301,Darimu,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Didu,ET040317,Didu,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Doreni,ET040324,Dorani,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Halu,ET040319,Halu /Huka,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Hurumu,ET040316,Hurumu,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Matu rural,ET040310,Metu Zuria,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Nono sale,ET040313,Sale Nono,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Illuababora,Yayo,ET040309,Yayu,Oromia,Ilu Aba Bora,1,key,FALSE
Oromia,Jimma,Botor Tolay,ET040495,Botor Tolay,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Chora Botor,ET040415,Chora (Jimma),Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Dedo,ET040410,Dedo,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Dedo hospital,ET040410,Dedo,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Dimtu hospital,ET040404,Tiro Afeta,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Gera,ET040408,Gera,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Goma,ET040407,Goma,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Gumay,ET040416,Gumay,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Kersa,ET040405,Kersa (Jimma),Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Limu Genet town,ET040401,Limu Seka,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Limu Hospital,ET040401,Limu Seka,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Limu Kosa,ET040402,Limu Kosa,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Limu Seka,ET040401,Limu Seka,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Limu Seka hospital,ET040401,Limu Seka,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Mana,ET040406,Mena (Jimma),Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Mancho,ET040490,Mancho,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Nada hospital,ET040411,Omo Nada,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Nedhi Gibe,ET040404,Tiro Afeta,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Nono Benja,ET040499,Nono Benja,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Omo Beyam,ET040491,Omo Beyam,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Omo Nada,ET040411,Omo Nada,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Satama,ET040413,Setema,Oromia,Jimma,1,key,FALSE
Oromia,Jimma,Seka Chokorsa,ET040409,Seka Chekorsa,Oromia,Jimma,1,key,FALSE
